"Year","Estimated Value","Sale Price","num_rooms","num_bathrooms","carpet_area","property_tax_rate","Date","Locality","Property","Residential","Face"
2018,203600,264900,3,2,1096,1.422308,2018-04-27,"Norwalk","?","Detached House","South"
2018,220280,450000,3,1,1031,1.422308,2018-04-27,"Norwalk","Single Family","Detached House","West"
2018,231550,3e+05,3,2,NA,1.422308,2018-04-28,"Stamford","Single Family","Detached House","South"
2018,1399520,4825000,3,2,1072,1.422308,2018-04-28,"Norwalk","Single Family","Detached House","North"
2018,NA,436000,3,2,NA,1.422308,2018-04-28,"West Hartford","Single Family","Detached House","North"
2018,77040,85000,3,1,927,1.422308,2018-04-29,"Waterbury","Single Family","Detached House","West"
2018,263220,430000,6,5,NA,1.422308,2018-04-29,"Stamford","Three Family","Triplex","North"
2018,57320,83200,3,1,NA,1.422308,2018-04-29,"Waterbury","Single Family","Detached House","West"
2018,254880,450000,3,3,1096,1.422308,2018-04-29,"Stamford","Single Family","Detached House","North"
2018,114060,145000,3,3,995,1.422308,2018-05-02,"Waterbury","Single Family","Detached House","South"
2018,189770,329000,3,1,NA,1.422308,2018-05-02,"West Hartford","?","Detached House","South"
2018,29870,1e+05,3,1,1071,1.422308,2018-05-02,"Waterbury","?","Detached House","West"
2018,75460,90000,3,1,1023,1.422308,2018-05-02,NA,"Single Family","Detached House","West"
2018,NA,1342541,3,2,955,1.422308,2018-05-03,"Stamford","Single Family","Detached House","North"
2018,NA,975000,3,1,NA,1.422308,2018-05-03,"Stamford","Single Family","Detached House","East"
2018,184520,325000,3,2,1005,1.422308,2018-05-03,NA,"Single Family","Detached House","South"
2018,291370,533750,3,1,1062,1.422308,2018-05-05,"Norwalk","Single Family","Detached House","South"
2018,415070,668000,3,2,950,1.422308,2018-05-06,"Stamford","Single Family","Detached House","West"
2018,349020,596000,3,3,1018,1.422308,2018-05-06,"Norwalk","Single Family","Detached House","North"
2018,279300,465000,3,2,NA,1.422308,2018-05-09,NA,"Single Family","Detached House","East"
2018,NA,646000,3,1,947,1.422308,2018-05-09,"Norwalk","Single Family","Detached House","East"
2018,130970,145000,3,1,967,1.422308,2018-05-09,NA,"Single Family","Detached House","East"
2018,549980,717500,3,3,982,1.422308,2018-05-09,"Stamford","Single Family","Detached House","West"
2018,NA,10000,3,2,1069,1.422308,2018-05-09,"Waterbury","Single Family","Detached House","East"
2018,266830,575000,6,6,2013,1.422308,2018-05-09,"Stamford","?","Triplex","East"
2018,494990,735000,3,2,990,1.422308,2018-05-10,"Stamford","?","Detached House","East"
2018,288780,525000,3,1,NA,1.422308,2018-05-10,"Stamford","Single Family","Detached House","East"
2018,351890,475000,3,1,1093,1.422308,2018-05-10,"Norwalk","Single Family","Detached House","West"
2018,188930,302500,4,2,1434,1.422308,2018-05-12,"West Hartford","Two Family","Duplex","West"
2018,342750,589000,3,3,1069,1.422308,2018-05-12,"Norwalk","Single Family","Detached House","North"
2018,644970,760000,3,2,1042,1.422308,2018-05-13,"Norwalk","Single Family","Detached House","North"
2018,200130,349900,3,1,NA,1.422308,2018-05-16,NA,"?","Detached House","South"
2018,205150,365000,4,3,1485,1.422308,2018-05-16,"Norwalk","Two Family","Duplex","West"
2018,872170,1155000,3,2,NA,1.422308,2018-05-17,"Norwalk","Single Family","Detached House","East"
2018,246830,409900,3,1,949,1.422308,2018-05-17,"Norwalk","Single Family","Detached House","North"
2018,602820,792000,3,3,915,1.422308,2018-05-19,"Norwalk","Single Family","Detached House","East"
2018,39050,27000,6,5,1850,1.422308,2018-05-19,"Waterbury","Three Family","Triplex","South"
2018,85760,43000,3,1,920,1.422308,2018-05-20,"Waterbury","Single Family","Detached House","East"
2018,385510,575000,3,3,NA,1.422308,2018-05-20,"Norwalk","Single Family","Detached House","North"
20180,96480,160000,3,2,936,1.422308,2018-05-23,"Waterbury","Single Family","Detached House","South"
2018,364000,440000,3,NA,1067,1.422308,2018-05-23,NA,"Single Family","Detached House","West"
2018,408520,745000,3,3,968,1.422308,2018-05-23,NA,"Single Family","Detached House","North"
2018,192710,215000,3,1,973,1.422308,2018-05-23,"West Hartford","Single Family","Detached House","North"
2018,184330,260150,3,3,1012,1.422308,2018-05-23,NA,"Single Family","Detached House","North"
2018,210140,347500,3,2,NA,1.422308,2018-05-24,"West Hartford","Single Family","Detached House","North"
2018,317940,515000,3,2,1025,1.422308,2018-05-24,"Stamford","Single Family","Detached House","West"
2018,91750,117000,3,2,1075,1.422308,2018-05-24,"Waterbury","Single Family","Detached House","South"
2018,28790,11000,3,1,1001,1.422308,2018-05-25,NA,"?","Detached House","East"
2018,121030,177000,3,3,1040,1.422308,2018-05-26,"West Hartford","Single Family","Detached House","West"
2018,112690,175000,3,2,906,1.422308,2018-05-26,"Waterbury","?","Detached House","South"
2018,81020,72341,4,3,NA,1.422308,2018-05-26,"Waterbury","Two Family","Duplex","East"
2018,59880,79000,3,2,926,1.422308,2018-05-27,"Waterbury","?","Detached House","South"
2018,135170,194000,3,1,1059,1.422308,2018-05-27,"West Hartford","Single Family","Detached House","West"
2018,302920,581025,3,1,1022,1.422308,2018-05-31,"Stamford","Single Family","Detached House","East"
2018,70430,135000,6,4,1838,1.422308,2018-05-31,"Waterbury","Three Family","Triplex","East"
2018,590940,626000,3,3,NA,1.422308,2018-05-31,"West Hartford","Single Family","Detached House","West"
20180,NA,410000,3,3,NA,1.422308,2018-06-01,"Stamford","Single Family","Detached House","South"
2018,84700,129000,3,2,NA,1.422308,2018-06-01,"Waterbury","Single Family","Detached House","West"
2018,161620,310000,4,4,1356,1.422308,2018-06-01,"Norwalk","Two Family","Duplex","East"
2018,299250,182500,3,2,1085,1.422308,2018-06-02,"West Hartford","Single Family","Detached House","North"
2018,698740,975000,3,1,NA,1.422308,2018-06-02,"West Hartford","Single Family","Detached House","North"
2018,310290,525000,3,3,NA,1.422308,2018-06-02,"Norwalk","Single Family","Detached House","North"
2018,95930,64600,3,1,926,1.422308,2018-06-02,"Waterbury","Single Family","Detached House","South"
2018,77640,59000,3,1,NA,1.422308,2018-06-03,"Waterbury","Single Family","Detached House","East"
2018,271080,412500,3,2,1053,1.422308,2018-06-03,"Norwalk","Single Family","Detached House","West"
2018,118150,155000,3,2,910,1.422308,2018-06-06,"Waterbury","Single Family","Detached House","West"
2018,589680,855000,3,2,NA,1.422308,2018-06-07,"West Hartford","Single Family","Detached House","East"
2018,NA,290000,3,2,994,1.422308,2018-06-07,"West Hartford","Single Family","Detached House","North"
2018,55320,143000,6,5,NA,1.422308,2018-06-07,NA,"?","Triplex","North"
2018,196510,340500,3,3,1054,1.422308,2018-06-08,"Norwalk","Single Family","Detached House","North"
2018,93310,159500,3,1,NA,1.422308,2018-06-09,"Waterbury","Single Family","Detached House","West"
2018,258790,385000,3,1,961,1.422308,2018-06-09,"West Hartford","Single Family","Detached House","East"
2018,454830,720000,3,3,1023,1.422308,2018-06-10,NA,"Single Family","Detached House","North"
2018,273130,465000,3,2,NA,1.422308,2018-06-13,"Stamford","Single Family","Detached House","North"
2018,31970,30000,4,4,1425,1.422308,2018-06-14,"Waterbury","Two Family","Duplex","West"
2018,362250,160000,3,3,988,1.422308,2018-06-14,"West Hartford","Single Family","Detached House","East"
2018,800700,1500000,3,2,1006,1.422308,2018-06-15,"Stamford","?",NA,"West"
2018,193420,385000,4,3,NA,1.422308,2018-06-16,"Stamford","Two Family","Duplex","East"
2018,515560,660000,3,1,1006,1.422308,2018-06-16,"Norwalk","?","Detached House","West"
2018,456190,560000,3,1,1057,1.422308,2018-06-16,NA,"Single Family","Detached House","North"
2018,732410,910500,3,2,NA,1.422308,2018-06-16,"West Hartford","?","Detached House","South"
2018,NA,605000,3,2,NA,1.422308,2018-06-16,"West Hartford","Single Family","Detached House","East"
2018,277970,420000,3,3,1096,1.422308,2018-06-17,"Stamford","Single Family","Detached House","West"
2018,NA,8e+05,3,3,NA,1.422308,2018-06-17,NA,"Single Family","Detached House","West"
2018,1341710,1900000,3,10,NA,1.422308,2018-06-17,NA,"Single Family",NA,"South"
2018,383350,545000,3,3,1081,1.422308,2018-06-17,"Stamford","Single Family","Detached House","East"
2018,161700,273000,3,3,NA,1.422308,2018-06-20,"West Hartford","Single Family","Detached House","East"
2018,189910,222075,3,2,907,1.422308,2018-06-20,"Norwalk","Single Family","Detached House","South"
2018,82860,108000,3,1,971,1.422308,2018-06-20,"Waterbury","Single Family","Detached House","West"
2018,64310,138500,6,5,1925,1.422308,2018-06-21,"Waterbury","Three Family","Triplex","South"
2018,268390,529000,3,2,934,1.422308,2018-06-23,"Stamford","Single Family","Detached House","West"
2018,341040,5e+05,3,2,1055,1.422308,2018-06-24,"West Hartford","?","Detached House","South"
2018,61510,70000,3,NA,925,1.422308,2018-06-27,"Waterbury","?","Detached House","East"
2018,426588,722500,3,1,999,1.422308,2018-06-27,"Norwalk","Single Family","Detached House","East"
2018,219740,330500,4,2,1436,1.422308,2018-06-27,"Stamford","Two Family","Duplex","West"
2018,NA,814900,3,2,940,1.422308,2018-06-27,"West Hartford","Single Family","Detached House","West"
2018,388640,765000,3,1,907,1.422308,2018-06-28,"West Hartford","Single Family","Detached House","East"
2018,124850,129500,4,3,1410,1.422308,2018-06-28,"Waterbury","Two Family","Duplex","West"
2018,NA,550000,4,2,NA,1.422308,2018-06-28,"Norwalk","Two Family","Duplex","North"
2018,265020,595000,3,3,911,1.422308,2018-06-28,"West Hartford","?","Detached House","North"
2018,323030,392000,3,3,1004,1.422308,2018-06-29,"Norwalk","Single Family","Detached House","West"
2018,10990,6000,3,3,NA,1.422308,2018-06-29,NA,"?","Detached House","South"
2018,474380,575000,3,2,1050,1.422308,2018-06-30,NA,"Single Family","Detached House","East"
2018,84480,110000,3,2,NA,1.422308,2018-06-30,"Waterbury","Single Family","Detached House","East"
2018,66280,82500,3,3,NA,1.422308,2018-06-30,"Waterbury","Single Family","Detached House","North"
2018,NA,649000,3,NA,1059,1.422308,2018-06-30,"West Hartford","?","Detached House",NA
2018,318430,475000,3,1,1025,1.422308,2018-06-30,"Stamford","?","Detached House","South"
2018,213860,354000,3,2,1055,1.422308,2018-07-01,"Norwalk","Single Family","Detached House","North"
2018,248890,422500,3,3,1069,1.422308,2018-07-01,"Norwalk","Single Family","Detached House","North"
2018,200200,365000,3,1,1032,1.422308,2018-07-01,"Norwalk","?","Detached House","East"
2018,145250,212000,3,2,NA,1.422308,2018-07-01,"West Hartford","Single Family","Detached House","South"
2018,405440,5e+05,3,1,NA,1.422308,2018-07-01,NA,"Single Family","Detached House","South"
2018,95450,90000,3,3,NA,1.422308,2018-07-01,NA,"Single Family","Detached House","South"
2018,173460,150500,3,2,NA,1.422308,2018-07-05,"West Hartford","Single Family","Detached House","West"
2018,NA,50000,3,2,NA,1.422308,2018-07-05,"Waterbury","Single Family","Detached House","South"
2018,63970,20000,3,1,NA,1.422308,2018-07-05,"Waterbury","Single Family","Detached House","West"
2018,86390,125000,6,6,NA,1.422308,2018-07-06,"Waterbury","Three Family","Triplex","North"
2018,70050,80500,8,6,2465,1.422308,2018-07-06,"Waterbury","Four Family","Fourplex","East"
2018,NA,1352500,3,1,1060,1.422308,2018-07-06,"Stamford","Single Family","Detached House","South"
2018,467700,745000,3,3,NA,1.422308,2018-07-06,"Norwalk","Single Family","Detached House","West"
2018,537600,910000,3,1,1008,1.422308,2018-07-07,"West Hartford","Single Family","Detached House","South"
2018,208950,285000,3,1,1044,1.422308,2018-07-07,"West Hartford","?","Detached House","West"
2018,95050,1e+05,3,3,NA,1.422308,2018-07-08,"Waterbury","Single Family","Detached House","South"
2018,276990,477000,3,3,1055,1.422308,2018-07-08,NA,"Single Family","Detached House","South"
2018,166540,250000,3,1,941,1.422308,2018-07-08,"Stamford","Single Family","Detached House","East"
2018,465930,703000,3,2,1078,1.422308,2018-07-08,"Stamford","Single Family","Detached House","West"
2018,284880,475000,3,1,1030,1.422308,2018-07-08,"Stamford","?","Detached House","West"
2018,NA,26550,3,2,NA,1.422308,2018-07-11,"Waterbury","Single Family","Detached House","East"
2018,476640,675000,3,3,1028,1.422308,2018-07-11,"Stamford","Single Family","Detached House","West"
2018,NA,102500,3,1,954,1.422308,2018-07-11,"Waterbury","Single Family","Detached House","East"
2018,107500,175200,3,3,981,1.422308,2018-07-11,"Waterbury","Single Family","Detached House","East"
2018,90550,104000,3,2,951,1.422308,2018-07-11,NA,"Single Family","Detached House","South"
2018,278530,375000,3,1,994,1.422308,2018-07-12,"West Hartford","Single Family","Detached House","South"
2018,NA,499000,3,3,1062,14.22308,2018-07-13,"West Hartford","Single Family","Detached House","East"
2018,NA,441000,3,3,963,1.422308,2018-07-13,"Stamford","?","Detached House","North"
2018,NA,190000,3,3,1041,1.422308,2018-07-13,"West Hartford","Single Family","Detached House","East"
2018,172900,230000,3,1,1049,1.422308,2018-07-14,"West Hartford","Single Family","Detached House","North"
2018,114340,125000,6,6,2193,1.422308,2018-07-14,"Waterbury","Three Family","Triplex","East"
2018,121030,184900,3,2,NA,1.422308,2018-07-14,"West Hartford","Single Family","Detached House","North"
2018,706090,9e+05,3,3,942,1.422308,2018-07-14,NA,"Single Family","Detached House","East"
2018,62250,42387,3,1,1046,1.422308,2018-07-15,"Waterbury","Single Family","Detached House","South"
2018,154770,237500,3,1,NA,1.422308,2018-07-18,"West Hartford","Single Family","Detached House","South"
2018,260890,325000,3,1,982,1.422308,2018-07-18,NA,"Single Family","Detached House","North"
2018,177380,302500,3,2,971,1.422308,2018-07-18,"West Hartford","Single Family","Detached House","South"
2018,506430,799000,3,2,1005,1.422308,2018-07-18,"Norwalk","?","Detached House","South"
2018,56700,104000,3,2,908,1.422308,2018-07-21,"West Hartford","Single Family","Detached House","North"
2018,69120,55000,3,1,917,1.422308,2018-07-21,NA,"Single Family","Detached House","East"
2018,203150,357000,3,2,NA,1.422308,2018-07-22,"Norwalk","Single Family","Detached House","North"
2018,69540,47324,3,3,1038,1.422308,2018-07-22,"Waterbury","?","Detached House","West"
2018,NA,420000,3,3,NA,1.422308,2018-07-22,"Stamford","Single Family","Detached House","South"
2018,218190,345000,3,3,NA,1.422308,2018-07-25,"West Hartford","Single Family","Detached House","East"
2018,389940,645000,3,3,1022,1.422308,2018-07-25,"Stamford","Single Family","Detached House","South"
2018,81620,8e+05,3,3,919,1.422308,2018-07-25,"Waterbury","Single Family","Detached House","West"
2018,206440,380000,3,1,948,1.422308,2018-07-25,"Stamford","Single Family",NA,"South"
2018,116430,169000,3,3,NA,1.422308,2018-07-25,"Waterbury","Single Family","Detached House","South"
2018,225640,232875,3,2,NA,1.422308,2018-07-25,"Norwalk","?","Detached House","West"
2018,148050,238000,3,2,NA,1.422308,2018-07-26,"West Hartford","?","Detached House","West"
2018,92380,90000,3,3,NA,1.422308,2018-07-26,"Waterbury","Single Family","Detached House","East"
2018,188020,330000,3,3,923,1.422308,2018-07-26,"West Hartford","Single Family","Detached House","West"
2018,532770,7e+05,3,2,913,1.422308,2018-07-27,"Stamford","Single Family","Detached House","South"
2018,127960,160500,3,2,920,1.422308,2018-07-28,"West Hartford","Single Family","Detached House","South"
2018,65860,56175,4,3,1344,1.422308,2018-07-29,"Waterbury","Two Family","Duplex","West"
2018,463060,645000,3,1,NA,1.422308,2018-07-29,"Norwalk","Single Family","Detached House","North"
2018,80400,106000,3,2,NA,1.422308,2018-07-29,"Waterbury","Single Family","Detached House","North"
2018,NA,20000,4,2,1498,1.422308,2018-07-29,"Waterbury","?","Duplex","South"
2018,269350,428500,3,1,NA,1.422308,2018-08-01,"Stamford","Single Family","Detached House","East"
2018,165550,268000,3,1,1081,1.422308,2018-08-01,"West Hartford","Single Family","Detached House","North"
2018,99430,123000,3,3,900,1.422308,2018-08-01,"Waterbury","?","Detached House","North"
2018,154200,235000,6,4,NA,1.422308,2018-08-01,"Waterbury","Three Family","Triplex","West"
2018,162820,242500,3,1,1028,1.422308,2018-08-01,NA,"Single Family","Detached House","West"
2018,113340,165800,3,3,1090,1.422308,2018-08-02,"Waterbury","Single Family","Detached House","East"
2018,60470,46450,3,1,NA,1.422308,2018-08-02,NA,"Single Family","Detached House","South"
2018,302360,538350,3,3,916,1.422308,2018-08-03,"Stamford","Single Family","Detached House","South"
2018,310030,5e+05,3,1,971,1.422308,2018-08-03,"West Hartford","Single Family","Detached House","South"
2018,114990,130000,3,1,NA,1.422308,2018-08-03,NA,"Single Family","Detached House","North"
2018,363260,780000,3,1,1009,1.422308,2018-08-03,"Stamford","Single Family","Detached House","East"
2018,236250,329000,3,3,920,1.422308,2018-08-03,"West Hartford","Single Family","Detached House","North"
2018,391160,625000,3,2,1055,NA,2018-08-03,"West Hartford","Single Family","Detached House","South"
2018,614250,1065000,NA,3,1096,1.422308,2018-08-04,"Stamford","Single Family","Detached House","East"
2018,156840,255000,4,3,1239,1.422308,2018-08-04,"Norwalk","Two Family","Duplex","East"
2018,165130,244000,3,3,1010,1.422308,2018-08-04,"West Hartford","?","Detached House","North"
2018,25970,35000,6,6,1830,1.422308,2018-08-05,"Waterbury","Three Family","Triplex","South"
2018,92450,95000,3,3,921,1.422308,2018-08-05,"Waterbury","Single Family","Detached House","East"
2018,262500,532500,3,3,1030,1.422308,2018-08-05,"West Hartford","?","Detached House","West"
2018,310610,456000,3,1,1092,1.422308,2018-08-08,"Stamford","Single Family","Detached House","South"
2018,1547280,2100000,3,3,1024,1.422308,2018-08-09,"Stamford","Single Family","Detached House","East"
2018,350960,855000,3,3,904,1.422308,2018-08-10,"Norwalk","Single Family","Detached House","North"
2018,77160,91000,3,1,998,1.422308,2018-08-10,"Waterbury","Single Family","Detached House","East"
2018,489030,612000,3,1,996,1.422308,2018-08-11,"Stamford","?","Detached House","East"
2018,172900,287500,3,3,1078,1.422308,2018-08-15,"West Hartford","?","Detached House","West"
2018,100480,66150,3,2,904,1.422308,2018-08-15,"Waterbury","Single Family","Detached House","East"
2018,376310,420000,3,1,915,1.422308,2018-08-15,NA,"Single Family","Detached House","South"
2018,86760,65000,3,3,NA,1.422308,2018-08-15,"Waterbury","Single Family","Detached House","West"
2018,490170,580000,3,1,NA,1.422308,2018-08-15,"Norwalk","?","Detached House","West"
2018,94430,160000,8,8,2472,1.422308,2018-08-16,"Waterbury","Four Family","Fourplex","East"
2018,81030,93000,3,3,NA,1.422308,2018-08-16,"Waterbury","Single Family","Detached House","West"
2018,NA,720000,3,2,NA,1.422308,2018-08-16,"Stamford","Single Family","Detached House","West"
2018,74490,31500,3,2,1024,1.422308,2018-08-17,"Waterbury","Single Family","Detached House","South"
2018,434620,665000,3,2,NA,1.422308,2018-08-17,"Stamford","Single Family","Detached House","West"
2018,179480,290000,3,3,NA,1.422308,2018-08-17,"West Hartford","Single Family","Detached House","West"
2018,76270,112000,3,2,NA,1.422308,2018-08-17,"Waterbury","Single Family","Detached House","North"
2018,75760,55000,3,2,1096,1.422308,2018-08-18,"Waterbury","Single Family","Detached House","South"
2018,635360,1375000,3,3,1015,1.422308,2018-08-18,"Stamford","Single Family","Detached House","South"
2018,708250,1260000,3,1,NA,1.422308,2018-08-18,"Norwalk","Single Family","Detached House","North"
2018,143390,167500,3,3,1048,1.422308,2018-08-19,"Waterbury","?","Detached House","North"
2018,236040,385000,3,1,NA,1.422308,2018-08-22,"West Hartford","Single Family","Detached House","North"
2018,137290,350000,3,3,NA,1.422308,2018-08-22,"Stamford","?","Detached House","North"
2018,213430,317000,3,30,921,1.422308,2018-08-22,"West Hartford","Single Family","Detached House","East"
2018,397390,499900,3,2,NA,1.422308,2018-08-22,NA,"Single Family",NA,"East"
2018,NA,299900,4,2,1301,1.422308,2018-08-22,"West Hartford","Two Family","Duplex","West"
2018,159740,282000,3,3,973,1.422308,2018-08-23,"West Hartford","Single Family","Detached House","North"
2018,70570,85000,3,3,NA,1.422308,2018-08-23,"Waterbury","Single Family","Detached House","East"
2018,NA,505000,3,3,914,1.422308,2018-08-23,"Stamford","Single Family","Detached House","South"
2018,98950,160000,3,3,937,1.422308,2018-08-23,"Waterbury","?","Detached House","South"
2018,168490,275000,3,1,905,1.422308,2018-08-23,"West Hartford","?","Detached House","East"
2018,196280,280000,3,1,1062,1.422308,2018-08-23,"West Hartford","?","Detached House","North"
2018,222880,315000,3,3,1046,1.422308,2018-08-23,"West Hartford","Single Family","Detached House","West"
2018,NA,290000,3,2,995,1.422308,2018-08-24,"West Hartford","Single Family","Detached House","East"
2018,242040,455000,3,1,1008,1.422308,2018-08-24,"Stamford","Single Family","Detached House","East"
2018,64140,50500,3,1,1096,1.422308,2018-08-25,"Waterbury","Single Family","Detached House","North"
2018,62720,45000,6,5,2027,1.422308,2018-08-26,"Waterbury","Three Family","Triplex","East"
2018,224420,335000,3,1,1036,1.422308,2018-08-29,"West Hartford","Single Family","Detached House","East"
2018,405110,749000,3,1,972,1.422308,2018-08-29,"Stamford","?","Detached House","North"
2018,140210,160000,3,2,953,1.422308,2018-08-29,"West Hartford","?","Detached House","South"
2018,232750,380000,3,1,1067,1.422308,2018-08-30,"Stamford","Single Family","Detached House","East"
2018,146230,232500,3,1,NA,1.422308,2018-08-30,"West Hartford","Single Family","Detached House","North"
2018,370810,435000,3,3,997,1.422308,2018-08-30,"Stamford","Single Family","Detached House","South"
2018,NA,721000,3,3,1088,1.422308,2018-08-30,"Stamford","Single Family","Detached House","South"
2018,71400,81600,3,3,923,1.422308,2018-08-31,"Waterbury","Single Family","Detached House","West"
2018,76030,120000,3,3,1060,1.422308,2018-08-31,"Waterbury","Single Family","Detached House","East"
2018,NA,121000,3,3,NA,1.422308,2018-08-31,"Waterbury","Single Family","Detached House","West"
2018,286810,320000,3,2,994,1.422308,2018-08-31,"Stamford","Single Family","Detached House","West"
2018,110510,50350,3,3,938,1.422308,2018-09-01,"Waterbury","Single Family","Detached House","South"
2018,502250,686000,3,1,NA,1.422308,2018-09-02,"West Hartford","Single Family","Detached House","South"
2018,226450,480000,4,2,NA,1.422308,2018-09-02,"Stamford","Two Family","Duplex","South"
2018,191860,316000,3,3,NA,1.422308,2018-09-06,"Stamford","Single Family","Detached House","North"
2018,259640,430000,3,1,1008,1.422308,2018-09-06,"Stamford","?","Detached House","West"
2018,NA,54000,3,1,NA,1.422308,2018-09-08,"Waterbury","Single Family","Detached House","North"
2018,59800,132500,3,2,NA,1.422308,2018-09-09,"Waterbury","Single Family","Detached House","South"
2018,270050,452000,30,3,NA,1.422308,2018-09-09,"Stamford","Single Family",NA,"East"
2018,202230,445000,3,2,NA,1.422308,2018-09-12,"West Hartford","Single Family","Detached House","South"
2018,115920,128500,3,3,NA,1.422308,2018-09-12,"West Hartford","Single Family","Detached House","North"
2018,75090,62500,6,5,NA,1.422308,2018-09-12,"Waterbury","Three Family","Triplex","North"
20180,NA,125000,3,1,NA,1.422308,2018-09-16,"Waterbury","Single Family","Detached House","East"
2018,95610,134900,3,2,NA,1.422308,2018-09-19,NA,"Single Family","Detached House","South"
2018,384820,555000,3,3,NA,1.422308,2018-09-19,"Stamford","Single Family","Detached House","South"
2018,844470,1260000,3,3,NA,1.422308,2018-09-19,"Stamford","Single Family","Detached House","South"
2018,NA,372000,3,1,969,1.422308,2018-09-19,NA,"Single Family","Detached House","East"
2018,NA,207000,3,3,951,1.422308,2018-09-20,"West Hartford","Single Family","Detached House","South"
2018,37670,30000,3,2,1064,1.422308,2018-09-21,"Waterbury","Single Family","Detached House","West"
2018,95520,236000,4,4,1215,1.422308,2018-09-23,"Waterbury","Two Family","Duplex","West"
2018,66560,93000,3,1,NA,1.422308,2018-09-26,"Waterbury","Single Family","Detached House","North"
2018,105840,120000,3,1,1032,1.422308,2018-09-26,"Waterbury","Single Family","Detached House","South"
2018,NA,105000,3,3,NA,1.422308,2018-09-26,"West Hartford","Single Family",NA,"East"
2018,244860,325000,3,2,953,1.422308,2018-09-26,"West Hartford","?","Detached House","West"
2018,522130,825000,3,2,1047,1.422308,2018-09-26,"West Hartford","?","Detached House","North"
2018,272530,470000,3,3,949,1.422308,2018-09-26,"Stamford","Single Family","Detached House","North"
2018,107040,21000,6,5,1839,1.422308,2018-09-27,NA,"Three Family",NA,"West"
2018,72410,90000,3,2,NA,1.422308,2018-09-28,"Waterbury","Single Family","Detached House","East"
2018,53800,46000,3,1,NA,1.422308,2018-09-28,"Waterbury","Single Family","Detached House","North"
2018,103160,169000,3,1,1049,1.422308,2018-09-29,"Waterbury","Single Family","Detached House","South"
2018,144830,189900,3,1,NA,1.422308,2018-09-30,"West Hartford","Single Family","Detached House","East"
2018,313020,595000,3,1,NA,1.422308,2018-09-30,"Stamford","Single Family","Detached House","West"
2018,746710,1085000,3,1,1079,1.422308,2018-10-03,"Stamford","Single Family","Detached House","East"
2018,122220,133000,4,2,NA,1.422308,2018-10-03,"Waterbury","Two Family","Duplex","North"
2018,55820,78000,3,3,NA,1.422308,2018-10-03,"Bridgeport","Single Family","Detached House","North"
2018,224600,375000,3,1,1089,1.422308,2018-10-03,NA,"Single Family","Detached House","North"
2018,NA,405000,3,3,911,1.422308,2018-10-03,"Fairfield","?","Detached House","East"
2018,289700,470000,3,3,916,1.422308,2018-10-03,"Stamford","?","Detached House","South"
2018,NA,2e+05,3,1,1011,1.422308,2018-10-03,NA,"Single Family","Detached House","West"
2018,206720,328000,4,4,NA,1.422308,2018-10-03,"Bridgeport","?","Duplex","East"
2018,986020,1715000,3,1,924,1.422308,2018-10-04,"Greenwich","Single Family","Detached House","West"
2018,277030,375000,3,1,1089,1.422308,2018-10-04,"Norwalk","Single Family","Detached House","South"
2018,98000,30000,3,3,NA,1.422308,2018-10-04,"Bridgeport","Single Family","Detached House","East"
2018,997440,1630000,3,3,NA,1.422308,2018-10-05,"Norwalk","Single Family","Detached House","East"
2018,232330,395000,3,1,919,1.422308,2018-10-05,"Stamford","Single Family","Detached House","North"
2018,539390,825000,3,1,949,1.422308,2018-10-05,"Stamford","Single Family","Detached House","West"
2018,203220,3e+05,3,3,928,1.422308,2018-10-06,NA,"Single Family","Detached House","South"
2018,NA,173500,3,2,924,1.422308,2018-10-07,"Waterbury","Single Family","Detached House","South"
2018,478310,693500,3,1,NA,1.422308,2018-10-07,NA,"Single Family","Detached House","North"
2018,2054430,2700000,3,2,900,1.422308,2018-10-07,"Greenwich","?","Detached House","East"
2018,2841300,3200000,3,1,NA,1.422308,2018-10-07,NA,"?","Detached House","East"
2018,117410,183000,3,1,NA,1.422308,2018-10-07,NA,"Single Family","Detached House","East"
2018,565180,9e+05,3,3,904,1.422308,2018-10-07,"Fairfield","Single Family","Detached House","West"
2018,401740,475000,3,3,925,1.422308,2018-10-11,"Stamford","?","Detached House","South"
2018,852280,1085000,3,1,NA,1.422308,2018-10-11,"Stamford","Single Family","Detached House","West"
2018,392250,592000,3,1,NA,1.422308,2018-10-11,NA,"Single Family","Detached House","West"
2018,317150,558125,3,1,926,1.422308,2018-10-12,"Stamford","Single Family","Detached House","South"
2018,87710,137500,4,4,1298,1.422308,2018-10-12,"Waterbury","Two Family","Duplex","North"
2018,161340,210000,4,2,NA,1.422308,2018-10-12,"Norwalk","Two Family","Duplex","East"
2018,688160,789000,3,1,NA,1.422308,NA,"Norwalk","Single Family","Detached House","North"
2018,158560,2e+05,3,2,NA,NA,2018-10-12,"Waterbury","Single Family","Detached House","North"
2018,265840,450000,4,3,1478,1.422308,2018-10-12,"Stamford","Two Family","Duplex","West"
2018,934800,1838520,3,2,923,1.422308,2018-10-12,"Norwalk",NA,"Detached House","East"
2018,264360,285000,3,1,917,1.422308,2018-10-13,"Norwalk","Single Family","Detached House","West"
2018,2948050,4350000,3,2,939,1.422308,2018-10-14,"Greenwich","Single Family","Detached House","South"
2018,432950,575000,4,4,1346,1.422308,2018-10-14,"Greenwich","Two Family","Duplex","North"
2018,32800,6500,6,6,NA,1.422308,2018-10-14,"Waterbury","Three Family","Triplex","South"
